Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2013,2014,2015,2016,2017,2018
SWZ,Swaziland,751,Freedom from corruption score,Value,31,31.6,39,43,,
SWZ,Swaziland,752,Fiscal freedom score,Value,74.4,74.7,76.4,70.9,,
SWZ,Swaziland,753,Gov't spending score,Value,51.3,70.9,68.6,64.9,71.6,65.2
SWZ,Swaziland,754,Business freedom score,Value,66,64.2,60.5,58.6,57.5,61.1
SWZ,Swaziland,755,Labor freedom score,Value,70.3,71.7,69.3,65.8,64.4,69.5
SWZ,Swaziland,756,Monetary freedom score,Value,74.7,72.3,73.9,74.5,75.6,73.2
SWZ,Swaziland,757,Trade freedom score,Value,69.7,81.5,76,88.8,88.9,79.7
SWZ,Swaziland,758,Investment freedom score,Value,55,65,55,50,50,50
SWZ,Swaziland,759,Financial freedom score,Value,40,40,40,40,40,40
SYC,Seychelles,747,Index of economic freedom score,Value,54.9,56.2,57.5,62.2,61.8,61.6
SYC,Seychelles,748,Index of economic freedom score,Rank,124,117,114,76,85,88
SYC,Seychelles,749,Index of economic freedom score,Regional Rank,23,19,20,6,7,7
SYC,Seychelles,750,Property rights score,Value,50,50,50,50,55.2,60.7
SYC,Seychelles,751,Freedom from corruption score,Value,48,48.5,54,55,,
SYC,Seychelles,752,Fiscal freedom score,Value,77.6,76.8,79.8,79.3,,
SYC,Seychelles,753,Gov't spending score,Value,56.9,61.8,59.4,62,63.9,63
SYC,Seychelles,754,Business freedom score,Value,69.2,67.6,67.7,66,63.4,63.4
SYC,Seychelles,755,Labor freedom score,Value,63.5,68.5,63.9,62.1,55.9,57.5
SYC,Seychelles,756,Monetary freedom score,Value,75.6,75.1,76,79.7,78.3,81.5
SYC,Seychelles,757,Trade freedom score,Value,33.4,33.4,44,83.4,83.4,86.7
SYC,Seychelles,758,Investment freedom score,Value,45,50,50,55,55,55
SYC,Seychelles,759,Financial freedom score,Value,30,30,30,30,30,30
SYR,Syrian Arab Republic,750,Property rights score,Value,20,10,10,10,37.3,36.7
SYR,Syrian Arab Republic,751,Freedom from corruption score,Value,26,23.3,17,20,,
SYR,Syrian Arab Republic,752,Fiscal freedom score,Value,86.2,,,,,
SYR,Syrian Arab Republic,754,Business freedom score,Value,59.3,60.4,57.3,62.4,66.4,61.8
SYR,Syrian Arab Republic,755,Labor freedom score,Value,48.9,55.1,49.1,46.9,55.7,59.2
SYR,Syrian Arab Republic,756,Monetary freedom score,Value,71.5,,,42.7,,44.2
SYR,Syrian Arab Republic,757,Trade freedom score,Value,72.8,,,56.6,56.6,56.6
SYR,Syrian Arab Republic,758,Investment freedom score,Value,10,0,0,0,,0
SYR,Syrian Arab Republic,759,Financial freedom score,Value,20,20,20,20,,
TCD,Chad,747,Index of economic freedom score,Value,45.2,44.5,45.9,46.3,49,49.3
TCD,Chad,748,Index of economic freedom score,Rank,164,167,165,164,162,162
TCD,Chad,749,Index of economic freedom score,Regional Rank,41,41,40,41,39,38
TCD,Chad,750,Property rights score,Value,20,20,20,20,30.6,25.1
TCD,Chad,751,Freedom from corruption score,Value,20,15.9,19,22,,
TCD,Chad,752,Fiscal freedom score,Value,50.4,46.2,46.2,46,,
TCD,Chad,753,Gov't spending score,Value,75.5,80,83.6,84.3,87.2,90.5
TCD,Chad,754,Business freedom score,Value,25.2,24.9,27.1,30.9,27.5,29.4
TCD,Chad,755,Labor freedom score,Value,40.5,43.3,47.7,48.9,44.9,40.3
TCD,Chad,756,Monetary freedom score,Value,74.6,69.8,75.6,71.4,74.3,79.9
TCD,Chad,757,Trade freedom score,Value,55.6,55.2,55.2,49.8,54.7,52.2
TCD,Chad,758,Investment freedom score,Value,50,50,45,50,60,60
TCD,Chad,759,Financial freedom score,Value,40,40,40,40,40,40
TGO,Togo,747,Index of economic freedom score,Value,48.8,49.9,53,53.6,53.2,47.8
TGO,Togo,748,Index of economic freedom score,Rank,150,152,138,135,138,168
TGO,Togo,749,Index of economic freedom score,Regional Rank,35,36,30,29,29,41
TGO,Togo,750,Property rights score,Value,30,30,30,30,33.8,32.7
TGO,Togo,751,Freedom from corruption score,Value,24,23.8,29,29,,
TGO,Togo,752,Fiscal freedom score,Value,68.5,69.7,69.7,68.7,,
TGO,Togo,753,Gov't spending score,Value,81.6,82.4,78.1,80.4,79.8,73.3
TGO,Togo,754,Business freedom score,Value,39.9,43.3,51.9,51.4,50.3,49.7
TGO,Togo,755,Labor freedom score,Value,44.2,42.8,43.4,46.2,46.2,45.2
TGO,Togo,756,Monetary freedom score,Value,78.5,79.3,80.4,79.5,77.5,78.5
TGO,Togo,757,Trade freedom score,Value,56.7,62.8,67.8,71.2,71.3,67.2
TGO,Togo,758,Investment freedom score,Value,35,35,50,50,60,65
TGO,Togo,759,Financial freedom score,Value,30,30,30,30,30,30
THA,Thailand,747,Index of economic freedom score,Value,64.1,63.3,62.4,63.9,66.2,67.1
THA,Thailand,748,Index of economic freedom score,Rank,61,72,75,67,55,53
THA,Thailand,749,Index of economic freedom score,Regional Rank,10,12,12,11,13,12
THA,Thailand,750,Property rights score,Value,45,45,40,40,51.3,48.6
THA,Thailand,751,Freedom from corruption score,Value,34,33.6,35,38,,
THA,Thailand,752,Fiscal freedom score,Value,78.9,79.7,81.5,81.1,,
THA,Thailand,753,Gov't spending score,Value,83.7,83.6,81.4,82.2,85.3,85.5
THA,Thailand,754,Business freedom score,Value,73.2,71.4,72.5,76.3,69.9,77.2
THA,Thailand,755,Labor freedom score,Value,72.9,61.6,63.5,62.5,62.8,62.6
THA,Thailand,756,Monetary freedom score,Value,68.3,68.6,69.9,70.9,72.9,75.5
THA,Thailand,757,Trade freedom score,Value,75.2,75,75.4,77.6,82.8,83.1
THA,Thailand,758,Investment freedom score,Value,40,45,45,50,50,55
THA,Thailand,759,Financial freedom score,Value,70,70,60,60,60,60
TJK,Tajikistan,747,Index of economic freedom score,Value,53.4,52,52.7,51.3,58.2,58.3
TJK,Tajikistan,748,Index of economic freedom score,Rank,131,139,140,149,109,106
TJK,Tajikistan,749,Index of economic freedom score,Regional Rank,27,30,31,33,23,23
TJK,Tajikistan,750,Property rights score,Value,20,20,20,20,45.5,46.8
TJK,Tajikistan,751,Freedom from corruption score,Value,23,19.4,22,23,,
TJK,Tajikistan,752,Fiscal freedom score,Value,92.8,92.3,92.1,91.6,,
TJK,Tajikistan,753,Gov't spending score,Value,78.1,78.1,81.9,76.9,74.1,71.4
TJK,Tajikistan,754,Business freedom score,Value,61.7,58.4,65.4,61.1,65.6,63.4
TJK,Tajikistan,755,Labor freedom score,Value,55.5,45.5,46.4,47.3,49.2,52.2
TJK,Tajikistan,756,Monetary freedom score,Value,64.6,67.7,69.6,69.8,69.8,69.6
TJK,Tajikistan,757,Trade freedom score,Value,78.2,73.2,74.6,68.6,73.9,70.6
TJK,Tajikistan,758,Investment freedom score,Value,20,25,25,25,25,25
TJK,Tajikistan,759,Financial freedom score,Value,40,40,30,30,30,30
TKM,Turkmenistan,747,Index of economic freedom score,Value,42.6,42.2,41.4,41.9,47.4,47.1
TKM,Turkmenistan,748,Index of economic freedom score,Rank,169,171,172,174,170,169
TKM,Turkmenistan,749,Index of economic freedom score,Regional Rank,39,41,41,41,41,42
TKM,Turkmenistan,750,Property rights score,Value,5,5,5,5,32.4,29.8
TKM,Turkmenistan,751,Freedom from corruption score,Value,16,13.4,17,17,,
TKM,Turkmenistan,752,Fiscal freedom score,Value,94,95.2,94,95.3,,
TKM,Turkmenistan,753,Gov't spending score,Value,91.7,93,93.5,92.2,92.3,92.2
TKM,Turkmenistan,754,Business freedom score,Value,30,30,30,30,30,30
TKM,Turkmenistan,755,Labor freedom score,Value,30,30,20,20,20,20
TKM,Turkmenistan,756,Monetary freedom score,Value,70.6,65.9,64.2,69.4,74.8,76.3
TKM,Turkmenistan,757,Trade freedom score,Value,79.2,79.2,80,80,80,80
TKM,Turkmenistan,758,Investment freedom score,Value,0,0,0,0,0,0
TKM,Turkmenistan,759,Financial freedom score,Value,10,10,10,10,10,10
TLS,Timor-Leste,747,Index of economic freedom score,Value,43.7,43.2,45.5,45.8,46.3,48.1
TLS,Timor-Leste,748,Index of economic freedom score,Rank,166,170,167,167,173,167
TLS,Timor-Leste,749,Index of economic freedom score,Regional Rank,38,40,40,40,42,41
TLS,Timor-Leste,750,Property rights score,Value,20,20,20,20,6.8,29.9
TLS,Timor-Leste,751,Freedom from corruption score,Value,24,25.4,30,28,,
TLS,Timor-Leste,752,Fiscal freedom score,Value,64.7,64.7,64.7,64.7,,
TLS,Timor-Leste,753,Gov't spending score,Value,0,0,0,0,65.6,30.9
TLS,Timor-Leste,754,Business freedom score,Value,44.8,45.4,59.8,68,72.2,66.9
TLS,Timor-Leste,755,Labor freedom score,Value,81.2,79.2,72,66,63.9,62.7
TLS,Timor-Leste,756,Monetary freedom score,Value,69.3,68.3,68.7,70.9,77.5,78.4
TLS,Timor-Leste,757,Trade freedom score,Value,73,64.4,79.6,80,80,80
TLS,Timor-Leste,758,Investment freedom score,Value,40,45,40,40,45,45
TLS,Timor-Leste,759,Financial freedom score,Value,20,20,20,20,20,20
TON,Tonga,747,Index of economic freedom score,Value,56,58.2,59.3,59.6,63,63.1
TON,Tonga,748,Index of economic freedom score,Rank,112,104,95,95,73,76
TON,Tonga,749,Index of economic freedom score,Regional Rank,22,22,18,18,17,17
TON,Tonga,750,Property rights score,Value,20,20,20,25,65.5,62.1
TON,Tonga,751,Freedom from corruption score,Value,31,28.6,28.6,28.6,,
TON,Tonga,752,Fiscal freedom score,Value,87.1,86.7,87.2,86.9,,
TON,Tonga,753,Gov't spending score,Value,64.7,74.8,79,76.3,74.4,68.7
TON,Tonga,754,Business freedom score,Value,76.6,74.6,74.1,76.4,76.1,75.5
TON,Tonga,755,Labor freedom score,Value,84.4,91.2,92.1,86.1,86,86.4
TON,Tonga,756,Monetary freedom score,Value,71.1,71.3,73.5,77.4,80.6,78.3
TON,Tonga,757,Trade freedom score,Value,75.6,79.5,78.4,79.6,79.7,78.6
TON,Tonga,758,Investment freedom score,Value,30,35,40,40,40,40
TON,Tonga,759,Financial freedom score,Value,20,20,20,20,20,20
TTO,Trinidad and Tobago,747,Index of economic freedom score,Value,62.3,62.7,64.1,62.9,61.2,57.7
TTO,Trinidad and Tobago,748,Index of economic freedom score,Rank,72,73,67,73,87,112
TTO,Trinidad and Tobago,749,Index of economic freedom score,Regional Rank,14,14,13,14,18,22
TTO,Trinidad and Tobago,750,Property rights score,Value,50,50,50,50,54.7,54.9
TTO,Trinidad and Tobago,751,Freedom from corruption score,Value,32,34,38,38,,
TTO,Trinidad and Tobago,752,Fiscal freedom score,Value,84.9,84.8,79,79.4,,
TTO,Trinidad and Tobago,753,Gov't spending score,Value,60.4,62.5,69.3,62.3,57.7,54.4
TTO,Trinidad and Tobago,754,Business freedom score,Value,55.1,59.4,65.3,69.5,67.7,68.3
TTO,Trinidad and Tobago,755,Labor freedom score,Value,76.7,76.4,76.6,72.8,71.4,74.5
TTO,Trinidad and Tobago,756,Monetary freedom score,Value,73.7,71.7,74.3,68.5,75.9,77.4
TTO,Trinidad and Tobago,757,Trade freedom score,Value,69.9,78.6,78.6,78.6,78.6,73.5
TTO,Trinidad and Tobago,758,Investment freedom score,Value,60,60,60,60,60,60
TTO,Trinidad and Tobago,759,Financial freedom score,Value,60,50,50,50,50,50
TUN,Tunisia,747,Index of economic freedom score,Value,57,57.3,57.7,57.6,55.7,58.9
TUN,Tunisia,748,Index of economic freedom score,Rank,107,109,107,114,123,99
TUN,Tunisia,749,Index of economic freedom score,Regional Rank,11,11,11,11,10,10
TUN,Tunisia,750,Property rights score,Value,40,40,40,40,49.6,49.4
TUN,Tunisia,751,Freedom from corruption score,Value,38,39.2,41,40,,
TUN,Tunisia,752,Fiscal freedom score,Value,74.5,74.3,74.3,74,,
TUN,Tunisia,753,Gov't spending score,Value,63.7,63.8,70.8,73.4,73.4,75.5
TUN,Tunisia,754,Business freedom score,Value,82.8,80.7,81.2,81.3,80.6,81.4
TUN,Tunisia,755,Labor freedom score,Value,70.1,72.6,69.1,64,56.1,52.9
TUN,Tunisia,756,Monetary freedom score,Value,77.8,75.9,74.8,75.6,75.9,77.2
TUN,Tunisia,757,Trade freedom score,Value,58.1,61.8,61.2,62.2,63.8,82.1
TUN,Tunisia,758,Investment freedom score,Value,35,35,35,35,35,45
TUN,Tunisia,759,Financial freedom score,Value,30,30,30,30,30,30
TUR,Turkey,747,Index of economic freedom score,Value,62.9,64.9,63.2,62.1,65.2,65.4
TUR,Turkey,748,Index of economic freedom score,Rank,69,64,70,79,60,58
TUR,Turkey,749,Index of economic freedom score,Regional Rank,32,30,32,34,29,28
TUR,Turkey,750,Property rights score,Value,50,50,45,40,61.3,54.7
TUR,Turkey,751,Freedom from corruption score,Value,42,44,50,45,,
TUR,Turkey,752,Fiscal freedom score,Value,77,77.5,76.1,75.2,,
TUR,Turkey,753,Gov't spending score,Value,64.9,63.5,57.6,55.6,57.7,68.1
TUR,Turkey,754,Business freedom score,Value,68.2,67.6,61,65.4,64.3,63.3
TUR,Turkey,755,Labor freedom score,Value,43.1,59.7,50.2,48.6,48.5,47.6
TUR,Turkey,756,Monetary freedom score,Value,73.3,71.8,72.4,71.5,72.2,72.3
TUR,Turkey,757,Trade freedom score,Value,85.2,84.5,84.6,84.4,79.4,78.6
TUR,Turkey,758,Investment freedom score,Value,65,70,75,75,75,75
TUR,Turkey,759,Financial freedom score,Value,60,60,60,60,60,60
TZA,Tanzania,747,Index of economic freedom score,Value,57.9,57.8,57.5,58.5,58.6,59.9
TZA,Tanzania,748,Index of economic freedom score,Rank,98,106,109,110,105,97
TZA,Tanzania,749,Index of economic freedom score,Regional Rank,13,15,17,17,14,10
TZA,Tanzania,750,Property rights score,Value,30,30,30,25,33.8,38
TZA,Tanzania,751,Freedom from corruption score,Value,30,28.8,33,31,,
TZA,Tanzania,752,Fiscal freedom score,Value,79.9,79.7,79.9,79.2,,
TZA,Tanzania,753,Gov't spending score,Value,77.9,78.3,79.3,88.4,89.5,89.8
TZA,Tanzania,754,Business freedom score,Value,48.6,47,45,47.5,50.1,50
TZA,Tanzania,755,Labor freedom score,Value,61.9,61.1,61.4,62.6,64.3,63.9
TZA,Tanzania,756,Monetary freedom score,Value,71.8,66,69.7,67.7,69.6,70.3
TZA,Tanzania,757,Trade freedom score,Value,73.5,76.8,67,73.2,76,76.9
TZA,Tanzania,758,Investment freedom score,Value,55,60,60,60,55,55
TZA,Tanzania,759,Financial freedom score,Value,50,50,50,50,50,50
UGA,Uganda,747,Index of economic freedom score,Value,61.1,59.9,59.7,59.3,60.9,62
UGA,Uganda,748,Index of economic freedom score,Rank,79,91,92,102,91,83
UGA,Uganda,749,Index of economic freedom score,Regional Rank,8,10,9,13,9,5
UGA,Uganda,750,Property rights score,Value,30,30,25,25,39.3,43.5
UGA,Uganda,751,Freedom from corruption score,Value,24,23.8,26,26,,
UGA,Uganda,752,Fiscal freedom score,Value,80.6,79.1,73.3,73.2,,
UGA,Uganda,753,Gov't spending score,Value,84.3,87.3,89,91.5,91,90.9
UGA,Uganda,754,Business freedom score,Value,48.4,45.1,43.3,40.3,42.4,45.4
UGA,Uganda,755,Labor freedom score,Value,87.9,87.4,87.5,83.7,84.6,83.9
UGA,Uganda,756,Monetary freedom score,Value,77.2,71,76.3,80.1,80.3,80.5
UGA,Uganda,757,Trade freedom score,Value,73.6,75.4,76.6,72.8,78.3,78.1
UGA,Uganda,758,Investment freedom score,Value,55,60,60,60,60,60
UGA,Uganda,759,Financial freedom score,Value,50,40,40,40,40,40
UKR,Ukraine,747,Index of economic freedom score,Value,46.3,49.3,46.9,46.8,48.1,51.9
UKR,Ukraine,748,Index of economic freedom score,Rank,161,155,162,162,166,150
UKR,Ukraine,749,Index of economic freedom score,Regional Rank,43,43,43,44,44,44
UKR,Ukraine,750,Property rights score,Value,30,30,20,25,41.4,41
UKR,Ukraine,751,Freedom from corruption score,Value,23,21.9,25,26,,
UKR,Ukraine,752,Fiscal freedom score,Value,78.2,79.1,78.7,78.6,,
UKR,Ukraine,753,Gov't spending score,Value,29.4,37.5,28,30.6,38.2,45
UKR,Ukraine,754,Business freedom score,Value,47.6,59.8,59.3,56.8,62.1,62.7
UKR,Ukraine,755,Labor freedom score,Value,49.9,49.8,48.2,47.9,48.8,52.8
UKR,Ukraine,756,Monetary freedom score,Value,71,78.7,78.6,66.9,47.4,60.1
UKR,Ukraine,757,Trade freedom score,Value,84.4,86.2,85.8,85.8,85.9,81.1
UKR,Ukraine,758,Investment freedom score,Value,20,20,15,20,25,35
UKR,Ukraine,759,Financial freedom score,Value,30,30,30,30,30,30
URY,Uruguay,747,Index of economic freedom score,Value,69.7,69.3,68.6,68.8,69.7,69.2
URY,Uruguay,748,Index of economic freedom score,Rank,36,38,43,41,38,38
URY,Uruguay,749,Index of economic freedom score,Regional Rank,4,5,5,6,5,4
URY,Uruguay,750,Property rights score,Value,70,70,70,70,70.2,69.3
URY,Uruguay,751,Freedom from corruption score,Value,70,70.6,73,73,,
URY,Uruguay,752,Fiscal freedom score,Value,84.2,77.4,77.1,77.2,,
URY,Uruguay,753,Gov't spending score,Value,68.3,68,65.1,67.6,69.4,68.6
URY,Uruguay,754,Business freedom score,Value,73.4,74.5,72.6,75.3,74.8,74.4
URY,Uruguay,755,Labor freedom score,Value,70.7,68.1,64.3,62.5,62.9,64.4
URY,Uruguay,756,Monetary freedom score,Value,72.5,72.1,71.6,71.3,71.3,70.7
URY,Uruguay,757,Trade freedom score,Value,82.9,82.5,81.8,80.6,80.6,80.4
URY,Uruguay,758,Investment freedom score,Value,75,80,80,80,85,85
URY,Uruguay,759,Financial freedom score,Value,30,30,30,30,30,30
USA,United States,747,Index of economic freedom score,Value,76,75.5,76.2,75.4,75.1,75.7
USA,United States,748,Index of economic freedom score,Rank,10,12,12,11,17,18
USA,United States,749,Index of economic freedom score,Regional Rank,2,2,2,2,3,2
USA,United States,750,Property rights score,Value,85,80,80,80,81.3,79.3
USA,United States,751,Freedom from corruption score,Value,71,72,73,74,,
USA,United States,752,Fiscal freedom score,Value,69.3,65.8,66.2,65.6,,
USA,United States,753,Gov't spending score,Value,47.8,48.1,51.8,54.7,55.9,56.5
USA,United States,754,Business freedom score,Value,90.5,89.2,88.8,84.7,84.4,82.7
USA,United States,755,Labor freedom score,Value,95.5,97.2,98.5,91.4,91,91.4
USA,United States,756,Monetary freedom score,Value,75,75.4,76.6,77,80.1,78.6
USA,United States,757,Trade freedom score,Value,86.4,86.8,87,87,87.1,86.7
USA,United States,758,Investment freedom score,Value,70,70,70,70,80,85
USA,United States,759,Financial freedom score,Value,70,70,70,70,70,80
UZB,Uzbekistan,747,Index of economic freedom score,Value,46,46.5,47,46,52.3,51.5
UZB,Uzbekistan,748,Index of economic freedom score,Rank,162,163,160,166,148,152
UZB,Uzbekistan,749,Index of economic freedom score,Regional Rank,35,37,37,39,36,37
UZB,Uzbekistan,750,Property rights score,Value,15,15,15,15,48,48.7
UZB,Uzbekistan,751,Freedom from corruption score,Value,16,13.4,17,18,,
UZB,Uzbekistan,752,Fiscal freedom score,Value,90.2,90.3,90.2,90.4,,
UZB,Uzbekistan,753,Gov't spending score,Value,67.8,70.4,67.3,66.6,66.2,65.5
UZB,Uzbekistan,754,Business freedom score,Value,71.2,75.7,73.1,67.1,64.8,66.9
UZB,Uzbekistan,755,Labor freedom score,Value,61,60.8,64.2,61.9,50.4,52
UZB,Uzbekistan,756,Monetary freedom score,Value,63,63.1,63.5,65.6,61.1,61.9
UZB,Uzbekistan,757,Trade freedom score,Value,66.1,66.1,69.8,65.6,66.8,62.5
UZB,Uzbekistan,758,Investment freedom score,Value,0,0,0,0,0,0
UZB,Uzbekistan,759,Financial freedom score,Value,10,10,10,10,10,10
VCT,St. Vincent and the Grenadines,747,Index of economic freedom score,Value,66.7,67,68,68.8,,
VCT,St. Vincent and the Grenadines,748,Index of economic freedom score,Rank,54,52,44,40,,
VCT,St. Vincent and the Grenadines,749,Index of economic freedom score,Regional Rank,11,8,6,5,,
VCT,St. Vincent and the Grenadines,750,Property rights score,Value,70,70,70,70,,
VCT,St. Vincent and the Grenadines,751,Freedom from corruption score,Value,58,61.1,62,67,,
VCT,St. Vincent and the Grenadines,752,Fiscal freedom score,Value,74.2,73.7,73.3,73.8,,
VCT,St. Vincent and the Grenadines,753,Gov't spending score,Value,67.1,72.4,75.3,69.7,,
VCT,St. Vincent and the Grenadines,754,Business freedom score,Value,77.6,76.3,70.8,77.6,,
VCT,St. Vincent and the Grenadines,755,Labor freedom score,Value,76.6,78.7,78.2,74.5,,
VCT,St. Vincent and the Grenadines,756,Monetary freedom score,Value,80.3,79.8,82.3,85.3,,
VCT,St. Vincent and the Grenadines,757,Trade freedom score,Value,73.3,67.6,68.4,65.4,,
VCT,St. Vincent and the Grenadines,758,Investment freedom score,Value,50,50,60,65,,
VCT,St. Vincent and the Grenadines,759,Financial freedom score,Value,40,40,40,40,,
VEN,"Venezuela, RB",747,Index of economic freedom score,Value,36.1,36.3,34.3,33.7,27,25.2
VEN,"Venezuela, RB",748,Index of economic freedom score,Rank,174,175,176,176,179,179
VEN,"Venezuela, RB",749,Index of economic freedom score,Regional Rank,28,28,28,28,32,32
VEN,"Venezuela, RB",750,Property rights score,Value,5,5,5,5,6.8,5.2
VEN,"Venezuela, RB",751,Freedom from corruption score,Value,19,16.5,20,19,,
VEN,"Venezuela, RB",752,Fiscal freedom score,Value,75.6,75.3,75,74.9,,
VEN,"Venezuela, RB",753,Gov't spending score,Value,50.6,51.8,52,56.7,51.5,57.3
VEN,"Venezuela, RB",754,Business freedom score,Value,45.6,43.4,41.6,45.3,39.7,35.4
VEN,"Venezuela, RB",755,Labor freedom score,Value,34.5,33.7,24.2,29.5,28.5,24.2
VEN,"Venezuela, RB",756,Monetary freedom score,Value,47.3,49.7,42.8,33.8,16.8,0
VEN,"Venezuela, RB",757,Trade freedom score,Value,58.8,62.7,62.8,63.2,60.7,58.7
VEN,"Venezuela, RB",758,Investment freedom score,Value,5,5,0,0,0,0
VEN,"Venezuela, RB",759,Financial freedom score,Value,20,20,20,10,10,10
VNM,Vietnam,747,Index of economic freedom score,Value,51,50.8,51.7,54,52.4,53.1
VNM,Vietnam,748,Index of economic freedom score,Rank,140,147,148,131,147,141
VNM,Vietnam,749,Index of economic freedom score,Regional Rank,30,33,32,27,35,35
VNM,Vietnam,750,Property rights score,Value,15,15,15,15,49.7,46.4
VNM,Vietnam,751,Freedom from corruption score,Value,29,26.9,31,31,,
VNM,Vietnam,752,Fiscal freedom score,Value,75.6,77,79.1,79.3,,
VNM,Vietnam,753,Gov't spending score,Value,72.4,71.4,77.1,75.1,74.6,74
VNM,Vietnam,754,Business freedom score,Value,63.8,62,61.5,58.3,61.2,63.2
VNM,Vietnam,755,Labor freedom score,Value,65.5,68.3,62.9,62.6,62.2,60.4
VNM,Vietnam,756,Monetary freedom score,Value,65.3,63.6,66.8,70.6,76,75.4
VNM,Vietnam,757,Trade freedom score,Value,78.6,78.7,78.6,83,83.1,78.7
VNM,Vietnam,758,Investment freedom score,Value,15,15,15,25,25,25
VNM,Vietnam,759,Financial freedom score,Value,30,30,30,40,40,40
VUT,Vanuatu,747,Index of economic freedom score,Value,56.6,59.5,61.1,60.8,67.4,69.5
VUT,Vanuatu,748,Index of economic freedom score,Rank,109,93,84,89,52,36
VUT,Vanuatu,749,Index of economic freedom score,Regional Rank,21,18,16,15,12,10
VUT,Vanuatu,750,Property rights score,Value,40,40,40,40,65.5,67.9
VUT,Vanuatu,751,Freedom from corruption score,Value,35,33.5,33.5,33.5,,
VUT,Vanuatu,752,Fiscal freedom score,Value,97.3,97.3,97.2,97,,
VUT,Vanuatu,753,Gov't spending score,Value,80.5,81.7,83.8,86.1,80.4,78.5
VUT,Vanuatu,754,Business freedom score,Value,56.4,54.8,51.5,51.8,51.4,55.2
VUT,Vanuatu,755,Labor freedom score,Value,57.7,56.8,46.4,47.7,58.1,59.5
VUT,Vanuatu,756,Monetary freedom score,Value,81.4,82.7,82.9,78.3,74.8,75.7
VUT,Vanuatu,757,Trade freedom score,Value,48,48,75.4,74,73.9,75
VUT,Vanuatu,758,Investment freedom score,Value,30,60,60,60,65,65
VUT,Vanuatu,759,Financial freedom score,Value,40,40,40,40,40,40
WSM,Samoa,747,Index of economic freedom score,Value,57.1,61.1,61.9,63.5,58.4,61.5
WSM,Samoa,748,Index of economic freedom score,Rank,106,84,78,69,108,90
WSM,Samoa,749,Index of economic freedom score,Regional Rank,19,14,14,13,22,21
WSM,Samoa,750,Property rights score,Value,60,60,60,60,51.3,53.1
WSM,Samoa,751,Freedom from corruption score,Value,39,38,38,52,,
WSM,Samoa,752,Fiscal freedom score,Value,80.6,79.9,80.2,78.9,,
WSM,Samoa,753,Gov't spending score,Value,34.3,42.2,46.5,57.5,51.9,55.1
WSM,Samoa,754,Business freedom score,Value,72.4,73.7,73.6,77.1,77,77
WSM,Samoa,755,Labor freedom score,Value,80.4,80.3,78.4,71.8,73.3,76.5
WSM,Samoa,756,Monetary freedom score,Value,78.5,76.1,81.2,82.5,84.5,84.8
WSM,Samoa,757,Trade freedom score,Value,66,75.8,75.8,70.6,70.7,70.2
WSM,Samoa,758,Investment freedom score,Value,30,55,55,55,55,55
WSM,Samoa,759,Financial freedom score,Value,30,30,30,30,30,30
YEM,"Yemen, Rep.",747,Index of economic freedom score,Value,55.9,55.5,53.7,,,
YEM,"Yemen, Rep.",748,Index of economic freedom score,Rank,113,123,133,,,
YEM,"Yemen, Rep.",749,Index of economic freedom score,Regional Rank,12,12,13,,,
YEM,"Yemen, Rep.",750,Property rights score,Value,30,30,30,30,37.3,17.9
YEM,"Yemen, Rep.",751,Freedom from corruption score,Value,21,19.4,18,19,,
YEM,"Yemen, Rep.",752,Fiscal freedom score,Value,91.5,91.7,91.5,,,
YEM,"Yemen, Rep.",753,Gov't spending score,Value,72.8,74.9,59.9,,77.2,80.9
YEM,"Yemen, Rep.",754,Business freedom score,Value,61.3,59.2,54,51.9,51.4,52.7
YEM,"Yemen, Rep.",755,Labor freedom score,Value,55.3,54.9,57.1,54.4,54.2,52.1
YEM,"Yemen, Rep.",756,Monetary freedom score,Value,65.7,62.1,68.5,71,59.7,66.6
YEM,"Yemen, Rep.",757,Trade freedom score,Value,81.5,82.4,77.6,,,
YEM,"Yemen, Rep.",758,Investment freedom score,Value,50,50,50,,,50
YEM,"Yemen, Rep.",759,Financial freedom score,Value,30,30,30,30,,
ZAF,South Africa,747,Index of economic freedom score,Value,61.8,62.5,62.6,61.9,62.3,63
ZAF,South Africa,748,Index of economic freedom score,Rank,74,75,72,80,81,77
ZAF,South Africa,749,Index of economic freedom score,Regional Rank,6,6,6,7,6,4
ZAF,South Africa,750,Property rights score,Value,50,50,50,50,67.6,67.7
ZAF,South Africa,751,Freedom from corruption score,Value,41,41.6,42,44,,
ZAF,South Africa,752,Fiscal freedom score,Value,70.5,68.7,69.5,70.1,,
ZAF,South Africa,753,Gov't spending score,Value,69.2,69.1,68.2,69.9,68.4,68.1
ZAF,South Africa,754,Business freedom score,Value,74.7,74.5,73,69.7,62,65.1
ZAF,South Africa,755,Labor freedom score,Value,55.6,54.4,61.6,58.7,58.9,60.1
ZAF,South Africa,756,Monetary freedom score,Value,75.8,75.3,74.9,74.6,75.8,74.6
ZAF,South Africa,757,Trade freedom score,Value,76.3,76.1,76.6,77,77.3,71.6
ZAF,South Africa,758,Investment freedom score,Value,45,55,50,45,40,50
ZAF,South Africa,759,Financial freedom score,Value,60,60,60,60,50,50
ZMB,Zambia,747,Index of economic freedom score,Value,58.7,60.4,58.7,58.8,55.8,54.3
